SOURCE,RID,D_ROLE,D_EXP,AC1,AC2,TA_1,TA_2,TA_3,TA_4,TA_5,RA_1,RA_2,RA_3,RA_4,RA_5,AT_1,AT_2,AT_3,AT_4,AT_5,SAP_1,SAP_2,SAP_3,SAP_4,SAP_5,FR_1,FR_2,FR_3,FR_4,FR_5,IR_1,IR_2,IR_3,IR_4,IR_5,RPG_1,RPG_2,RPG_3,RPG_4,RPG_5,PMI_1,PMI_2,PMI_3,PMI_4,PMI_5,AJQ_1,AJQ_2,AJQ_3,AJQ_4,AJQ_5,APR_1,APR_2,APR_3,APR_4,APR_5,RAB_1,RAB_2,RAB_3,RAB_4,RAB_5
SIMULATED_PRACTICE_DATA,SIM_0177,Internal audit,6 to 10 years,2,4,4,4,4,2,4,3,3,3,2,3,3,4,3,3,3,3,5,4,1,4,4,4,3,3,3,4,4,4,2,4,4,3,3,2,3,4,4,3,3,4,3,3,2,3,4,2,2,3,4,3,4,5,1,3,3
SIMULATED_PRACTICE_DATA,SIM_0178,Credit/loan review,11 to 15 years,2,4,2,2,1,3,3,3,4,2,2,4,4,3,2,2,3,4,4,5,3,4,4,4,4,1,3,3,4,3,2,2,5,4,3,2,2,2,4,3,4,2,4,2,4,3,3,3,3,2,3,4,3,3,4,3,2
SIMULATED_PRACTICE_DATA,SIM_0179,Credit/loan review,16+ years,2,4,5,3,4,2,4,4,3,4,3,3,5,4,3,2,4,4,3,3,3,3,3,4,3,2,4,4,5,3,3,3,4,5,4,3,3,4,5,3,3,3,5,5,5,2,5,5,4,5,1,4,4,4,5,1,4
SIMULATED_PRACTICE_DATA,SIM_0180,Enterprise risk,16+ years,2,4,4,4,3,3,4,3,3,4,2,2,3,5,3,1,3,3,2,3,3,4,4,4,4,1,5,3,3,3,2,2,4,3,3,1,4,4,4,2,3,3,5,4,3,3,3,4,4,4,3,4,5,4,4,2,4
SIMULATED_PRACTICE_DATA,SIM_0181,Enterprise risk,6 to 10 years,2,4,5,4,4,2,4,5,4,4,2,4,3,4,3,2,4,4,3,2,2,3,4,3,4,2,4,4,4,5,2,3,4,4,4,3,4,4,3,5,3,4,2,3,2,4,2,4,5,3,3,3,2,3,3,4,4
SIMULATED_PRACTICE_DATA,SIM_0182,Internal audit,6 to 10 years,2,4,4,3,3,3,4,4,3,3,2,3,4,3,5,2,3,4,4,4,2,3,4,3,4,2,4,4,5,3,3,4,4,3,3,2,4,4,4,4,2,3,4,3,4,3,5,4,4,4,2,4,5,5,4,2,4
SIMULATED_PRACTICE_DATA,SIM_0183,Internal audit,Less than 2 years,2,4,3,4,4,2,3,3,3,4,3,2,4,4,4,1,4,4,4,4,2,4,3,2,4,3,3,5,4,4,2,3,3,5,4,1,4,4,4,2,4,3,5,3,4,1,5,4,5,5,2,4,4,5,4,1,5
SIMULATED_PRACTICE_DATA,SIM_0184,External audit,6 to 10 years,2,4,5,5,3,2,3,5,4,4,1,4,5,4,2,3,5,4,3,3,3,3,4,4,3,2,3,3,3,3,3,2,3,4,2,2,3,2,4,3,3,4,4,4,3,3,4,3,2,4,3,5,3,3,3,2,2
SIMULATED_PRACTICE_DATA,SIM_0185,Quality assurance,6 to 10 years,2,4,5,4,4,1,4,4,4,2,2,5,3,4,3,2,4,2,3,5,3,5,3,3,3,3,2,4,5,4,2,5,4,3,3,2,4,5,5,4,2,4,3,3,2,2,4,4,3,3,2,3,3,4,3,2,3
SIMULATED_PRACTICE_DATA,SIM_0186,External audit,6 to 10 years,2,4,3,4,3,3,3,3,3,3,3,1,3,2,4,3,3,5,5,4,2,5,2,3,2,5,4,5,4,3,2,3,4,4,5,1,4,2,2,3,4,2,4,3,3,2,3,4,4,4,2,4,5,5,5,2,4
SIMULATED_PRACTICE_DATA,SIM_0187,External audit,6 to 10 years,2,4,3,2,4,3,4,3,4,3,2,3,3,2,3,3,2,4,4,5,2,5,3,5,4,1,3,4,3,2,2,3,4,4,3,3,4,3,3,4,3,4,3,4,4,2,3,3,4,5,3,5,4,3,2,3,3
SIMULATED_PRACTICE_DATA,SIM_0188,External audit,2 to 5 years,2,4,5,4,3,1,5,1,2,4,3,3,4,5,5,1,4,5,5,5,1,5,4,5,5,1,4,3,3,3,2,3,4,4,4,2,4,3,5,3,3,4,4,3,5,2,5,3,3,4,3,3,2,4,4,1,4
SIMULATED_PRACTICE_DATA,SIM_0189,Credit/loan review,Less than 2 years,2,4,3,5,4,2,3,3,4,3,4,3,5,3,4,3,4,1,3,3,3,4,2,5,4,1,4,3,4,3,2,3,5,3,3,3,3,3,3,4,3,3,4,4,2,5,4,2,3,4,2,4,4,3,4,3,4
SIMULATED_PRACTICE_DATA,SIM_0190,Enterprise risk,6 to 10 years,2,4,2,4,3,3,3,2,4,4,4,4,3,3,4,2,4,3,3,3,2,3,3,2,3,3,2,4,4,5,3,4,4,2,4,3,3,4,3,3,2,3,3,3,4,3,4,3,2,3,4,4,3,4,4,2,3
SIMULATED_PRACTICE_DATA,SIM_0191,Internal audit,6 to 10 years,2,4,5,4,3,3,4,1,4,3,2,3,2,3,2,4,2,4,3,3,4,2,3,4,3,2,3,4,3,3,3,3,4,3,2,4,4,4,3,4,2,3,3,4,4,2,3,4,3,4,4,3,3,3,4,2,4
SIMULATED_PRACTICE_DATA,SIM_0192,Credit/loan review,6 to 10 years,4,4,4,4,2,3,3,4,3,3,3,3,3,2,3,3,3,4,3,3,3,3,3,4,3,4,3,2,2,2,3,3,4,2,4,2,2,4,4,2,1,5,2,3,3,3,4,4,3,4,4,2,2,2,4,4,4
SIMULATED_PRACTICE_DATA,SIM_0193,Internal audit,2 to 5 years,2,4,4,4,5,1,5,5,4,3,3,5,2,3,3,3,4,4,4,5,2,4,3,3,3,4,4,2,3,3,3,4,3,2,3,3,3,4,5,5,2,3,3,3,2,2,5,4,4,3,2,3,2,2,3,3,2
SIMULATED_PRACTICE_DATA,SIM_0194,Compliance testing,Less than 2 years,2,4,4,4,3,3,3,4,3,4,4,4,5,5,5,2,3,4,3,4,4,3,3,4,3,2,4,3,3,3,2,4,3,3,3,3,4,3,4,4,3,3,3,3,3,4,4,5,4,4,1,4,4,4,3,3,3
SIMULATED_PRACTICE_DATA,SIM_0195,Internal audit,Less than 2 years,2,4,4,5,4,3,4,3,3,1,3,3,2,3,4,4,2,3,4,5,3,4,4,3,3,3,3,3,3,3,2,4,3,3,3,4,3,3,4,4,2,4,5,4,4,2,3,2,5,5,3,4,3,3,4,2,4
SIMULATED_PRACTICE_DATA,SIM_0196,External audit,2 to 5 years,2,4,3,3,2,1,4,4,3,3,4,2,4,3,3,2,5,4,4,4,3,3,2,3,4,3,3,4,5,5,2,5,4,3,2,2,2,4,3,3,4,4,2,3,3,3,2,3,5,5,2,4,3,2,3,4,3
SIMULATED_PRACTICE_DATA,SIM_0197,SOX controls,6 to 10 years,2,4,4,4,5,4,4,3,3,2,2,4,2,2,3,3,3,2,3,4,3,3,3,3,3,2,4,3,3,3,4,4,5,4,4,2,5,3,2,4,2,5,4,4,5,3,4,4,4,5,3,3,2,3,3,2,3
SIMULATED_PRACTICE_DATA,SIM_0198,Internal audit,6 to 10 years,2,4,3,3,3,3,4,3,3,2,4,2,5,4,1,2,4,3,5,3,2,4,4,5,5,2,4,5,5,4,1,5,5,5,5,1,4,4,5,5,1,5,3,4,3,3,3,3,3,4,3,4,4,5,5,2,4
SIMULATED_PRACTICE_DATA,SIM_0199,External audit,11 to 15 years,2,4,2,3,2,4,3,3,4,3,1,3,4,5,3,2,4,3,3,4,1,3,3,3,3,3,4,2,2,3,4,2,3,3,3,5,2,2,4,3,4,4,3,4,4,2,3,3,4,4,2,5,4,3,4,2,3
SIMULATED_PRACTICE_DATA,SIM_0200,Internal audit,6 to 10 years,2,4,4,4,4,2,2,4,2,4,3,2,3,3,2,4,2,2,4,3,3,3,2,4,2,4,2,2,3,3,3,3,5,2,3,3,3,3,3,4,3,4,2,2,2,4,3,3,3,2,4,3,3,2,4,4,2
SIMULATED_PRACTICE_DATA,SIM_0201,Credit/loan review,6 to 10 years,2,4,4,4,5,2,3,3,4,2,2,3,3,2,5,2,5,2,3,3,5,2,3,3,2,4,3,3,3,3,2,5,3,2,3,3,3,3,3,4,4,1,3,2,2,3,3,4,4,3,2,3,3,3,1,3,3
SIMULATED_PRACTICE_DATA,SIM_0202,Internal audit,2 to 5 years,2,4,2,5,2,2,3,3,2,3,4,2,3,4,4,3,2,4,3,3,1,4,3,3,3,2,3,3,2,2,4,3,4,4,5,3,4,3,2,3,2,3,4,4,3,1,3,3,3,3,3,4,4,4,4,1,5
SIMULATED_PRACTICE_DATA,SIM_0203,Internal audit,6 to 10 years,2,4,2,5,4,3,5,5,5,4,1,5,5,4,3,1,4,5,5,5,2,5,4,5,3,1,4,5,5,4,1,5,4,4,4,1,4,4,5,3,3,5,5,5,4,1,4,5,5,5,1,5,5,5,5,4,4
SIMULATED_PRACTICE_DATA,SIM_0204,Enterprise risk,11 to 15 years,2,4,4,4,3,3,3,5,3,4,2,3,3,3,3,2,3,5,3,4,3,3,5,4,4,2,3,3,3,3,3,4,3,4,3,3,4,2,3,4,3,3,4,4,4,1,4,4,3,3,3,3,3,4,2,3,2
SIMULATED_PRACTICE_DATA,SIM_0205,External audit,Less than 2 years,2,4,5,5,4,2,3,4,4,3,4,4,4,5,2,2,5,3,4,4,2,4,5,4,5,1,4,4,2,3,3,3,3,4,5,1,5,3,4,3,4,3,5,5,5,2,5,4,5,5,3,5,4,3,4,3,3
SIMULATED_PRACTICE_DATA,SIM_0206,Internal audit,2 to 5 years,2,4,2,3,5,2,3,2,4,4,2,2,2,4,4,1,4,2,1,3,4,3,4,3,4,3,3,3,4,3,3,3,2,3,2,3,3,4,3,3,3,3,3,3,4,1,3,4,3,3,1,5,3,3,3,3,2
SIMULATED_PRACTICE_DATA,SIM_0207,External audit,2 to 5 years,2,4,4,3,4,1,4,4,4,2,3,3,3,5,3,2,4,4,3,3,2,5,2,4,3,3,2,4,3,4,3,3,3,3,4,3,3,3,2,3,3,3,4,3,2,2,4,5,5,4,1,4,3,4,4,2,4
SIMULATED_PRACTICE_DATA,SIM_0208,Enterprise risk,16+ years,2,4,3,2,4,1,3,3,4,3,3,5,2,4,4,3,2,5,4,4,2,4,3,4,4,4,4,5,4,4,2,4,3,4,3,4,3,3,3,4,2,4,3,3,4,3,3,5,4,4,3,4,4,3,4,3,3
SIMULATED_PRACTICE_DATA,SIM_0209,Credit/loan review,11 to 15 years,2,4,3,5,4,2,4,3,4,5,1,4,4,3,3,1,4,3,1,3,3,3,2,3,4,4,3,3,3,3,2,4,4,5,4,3,5,3,5,4,1,3,3,3,4,2,4,2,3,3,3,4,2,3,1,4,2
SIMULATED_PRACTICE_DATA,SIM_0210,External audit,16+ years,2,4,2,3,1,4,2,3,3,4,2,3,3,5,4,3,5,4,3,4,3,5,3,2,3,3,2,4,5,4,1,4,4,3,4,3,3,4,5,3,3,5,4,3,4,2,3,5,3,4,2,4,2,2,3,4,2
SIMULATED_PRACTICE_DATA,SIM_0211,External audit,16+ years,2,4,5,4,4,1,4,5,5,5,1,5,4,3,4,2,4,3,4,3,1,3,4,3,4,4,4,4,5,3,2,4,4,3,3,3,4,4,2,4,2,3,3,3,4,3,3,3,2,3,2,3,3,3,2,5,2
SIMULATED_PRACTICE_DATA,SIM_0212,Internal audit,6 to 10 years,2,4,3,3,5,4,3,4,3,3,3,2,2,4,3,4,3,2,2,3,3,3,4,3,2,3,3,3,1,2,3,3,4,4,4,3,5,3,3,4,2,3,4,4,4,3,3,3,3,4,3,4,3,4,4,1,4
SIMULATED_PRACTICE_DATA,SIM_0213,External audit,Less than 2 years,2,4,4,4,2,2,3,3,4,4,3,4,2,3,3,2,3,5,5,4,3,4,3,1,2,3,4,3,4,4,2,4,5,2,3,4,4,5,5,5,1,5,4,4,4,3,3,2,4,3,4,3,4,4,3,2,4
SIMULATED_PRACTICE_DATA,SIM_0214,Compliance testing,11 to 15 years,2,4,4,5,4,2,5,5,5,4,2,3,5,5,4,1,5,4,5,5,1,5,5,4,4,1,5,5,5,4,1,4,3,4,4,1,4,4,5,5,2,3,3,4,5,3,3,4,4,3,3,4,4,5,4,3,4
SIMULATED_PRACTICE_DATA,SIM_0215,Enterprise risk,6 to 10 years,2,4,4,3,4,4,3,4,4,3,3,4,2,3,3,5,2,4,3,4,3,4,2,2,3,2,3,3,3,3,3,3,2,1,2,4,3,3,3,3,3,4,3,4,2,4,2,3,2,4,4,2,4,3,3,2,4
SIMULATED_PRACTICE_DATA,SIM_0216,Quality assurance,11 to 15 years,2,4,4,5,4,3,4,4,5,4,2,3,4,2,4,3,5,2,2,3,4,3,5,3,5,3,3,4,3,4,1,2,4,4,4,4,4,3,4,2,3,4,3,5,3,3,5,3,3,3,2,3,4,5,4,3,5
SIMULATED_PRACTICE_DATA,SIM_0217,Internal audit,16+ years,2,4,4,4,3,1,4,5,4,3,2,3,4,2,5,3,4,4,4,4,1,4,5,5,5,1,5,4,4,5,1,5,4,3,4,1,4,3,4,3,1,4,3,4,4,3,3,4,3,3,2,3,3,3,4,4,3
SIMULATED_PRACTICE_DATA,SIM_0218,Internal audit,11 to 15 years,2,4,3,2,3,3,2,3,4,4,4,4,2,3,2,4,2,4,4,3,4,4,3,2,5,4,4,3,4,4,3,3,4,4,3,2,3,4,2,3,1,3,2,3,3,2,3,3,4,4,3,3,2,2,2,4,3
SIMULATED_PRACTICE_DATA,SIM_0219,Internal audit,11 to 15 years,2,4,3,5,5,4,3,4,4,4,2,4,4,4,4,3,5,4,4,4,2,4,5,4,4,2,3,3,3,4,2,4,5,5,5,2,5,2,3,4,1,5,4,4,4,3,3,4,4,4,1,5,5,4,3,2,4
SIMULATED_PRACTICE_DATA,SIM_0220,Internal audit,11 to 15 years,2,4,4,3,5,2,4,4,5,3,3,3,5,5,5,1,4,3,4,5,1,5,3,4,3,3,3,2,3,3,4,4,3,3,3,3,3,3,2,2,4,4,1,3,1,3,1,3,2,3,4,2,3,4,3,4,4
SIMULATED_PRACTICE_DATA,SIM_0221,Compliance testing,2 to 5 years,2,4,5,3,3,4,3,4,3,4,3,4,3,4,5,4,3,4,5,3,2,4,3,3,1,4,4,4,5,5,1,3,2,4,2,3,4,2,5,3,3,2,4,3,5,2,4,5,4,4,3,4,3,4,5,3,4
SIMULATED_PRACTICE_DATA,SIM_0222,External audit,Less than 2 years,2,4,4,3,4,3,5,4,2,2,2,3,3,3,3,3,4,2,3,3,4,4,2,2,2,5,2,3,3,3,4,4,3,4,3,3,2,2,1,4,3,3,3,3,4,3,2,3,2,5,2,3,3,4,3,3,3
SIMULATED_PRACTICE_DATA,SIM_0223,Credit/loan review,11 to 15 years,5,4,4,4,5,1,5,4,5,4,3,4,3,3,3,3,3,3,3,4,3,4,3,3,2,2,3,4,2,4,2,4,3,3,4,3,3,4,3,3,3,4,3,4,3,2,3,3,3,3,4,3,3,3,2,4,2
SIMULATED_PRACTICE_DATA,SIM_0224,External audit,16+ years,2,4,4,5,2,3,3,4,2,3,4,4,4,5,4,3,3,4,2,3,3,3,3,3,3,3,3,4,5,3,2,5,3,3,4,4,4,5,4,5,1,5,3,2,2,4,2,3,4,4,2,3,3,3,4,2,5
SIMULATED_PRACTICE_DATA,SIM_0225,Credit/loan review,6 to 10 years,2,4,3,3,3,2,4,4,3,4,4,3,4,3,3,2,3,3,3,2,3,2,2,3,3,3,3,3,2,3,2,3,2,4,4,2,4,4,4,4,3,3,3,3,3,2,2,4,3,2,3,4,5,5,4,2,5
SIMULATED_PRACTICE_DATA,SIM_0226,Quality assurance,Less than 2 years,2,4,3,4,5,4,3,4,3,4,3,2,4,2,2,2,3,5,5,4,2,5,5,5,4,2,5,2,4,2,3,3,3,4,5,2,5,3,4,5,2,3,3,4,4,3,4,5,3,3,3,4,4,4,4,1,4
SIMULATED_PRACTICE_DATA,SIM_0227,Credit/loan review,16+ years,2,4,3,3,2,4,3,3,4,4,3,4,4,3,4,3,4,3,2,3,3,4,3,3,4,3,3,4,4,2,3,4,4,4,3,2,4,4,3,3,3,3,3,3,4,3,4,5,4,4,1,4,3,3,5,2,4
SIMULATED_PRACTICE_DATA,SIM_0228,Compliance testing,2 to 5 years,5,4,5,5,4,2,4,3,4,3,2,2,4,5,3,2,3,3,3,3,4,4,3,3,3,2,3,4,4,4,2,3,4,3,4,4,4,5,5,4,3,3,5,4,3,1,5,5,5,5,2,4,4,5,5,1,5
SIMULATED_PRACTICE_DATA,SIM_0229,Compliance testing,6 to 10 years,2,4,4,4,4,2,3,3,3,2,3,2,5,3,5,2,4,3,3,4,3,3,4,3,3,1,4,3,3,3,4,4,5,3,4,2,4,5,3,4,3,3,3,3,2,4,3,3,3,3,3,3,4,4,2,2,4
SIMULATED_PRACTICE_DATA,SIM_0230,Internal audit,2 to 5 years,2,4,3,3,3,3,4,4,4,4,1,4,3,4,5,2,4,3,4,5,3,3,4,3,3,3,3,4,4,3,3,3,2,3,3,3,3,3,2,4,2,4,4,2,3,4,3,3,3,3,2,4,3,2,2,4,3
SIMULATED_PRACTICE_DATA,SIM_0231,External audit,6 to 10 years,2,4,3,3,3,3,3,5,5,4,3,5,3,3,3,3,2,3,5,5,2,4,4,3,4,2,4,3,5,4,2,3,3,4,4,1,3,3,4,4,2,2,2,3,3,2,4,3,4,3,3,4,4,3,2,2,3
SIMULATED_PRACTICE_DATA,SIM_0232,Compliance testing,6 to 10 years,2,4,4,5,3,2,4,3,1,3,2,3,3,3,4,3,3,4,5,5,2,4,5,4,4,1,4,3,2,5,3,3,4,4,3,2,4,4,5,4,2,3,3,3,3,3,3,5,3,3,1,4,2,2,4,4,2
SIMULATED_PRACTICE_DATA,SIM_0233,Enterprise risk,16+ years,4,4,2,2,3,3,2,4,3,4,2,3,4,4,3,1,4,2,3,4,3,3,4,3,4,3,2,2,3,3,4,2,4,3,3,3,4,2,3,1,4,2,4,4,5,1,4,2,2,2,4,2,2,4,2,3,3
SIMULATED_PRACTICE_DATA,SIM_0234,External audit,6 to 10 years,2,3,4,3,4,3,4,3,3,4,1,3,2,3,4,2,4,3,3,3,3,3,3,3,4,3,3,4,3,4,3,3,3,3,3,4,4,3,2,4,3,3,3,4,3,3,2,5,4,4,2,5,3,4,4,3,4
SIMULATED_PRACTICE_DATA,SIM_0235,Enterprise risk,11 to 15 years,2,4,4,3,4,3,3,5,5,5,2,4,2,3,2,3,4,4,4,5,3,3,4,4,4,2,4,3,2,3,1,4,2,3,4,1,2,3,3,4,1,3,3,2,4,4,3,4,3,5,1,5,2,3,3,4,3
SIMULATED_PRACTICE_DATA,SIM_0236,Credit/loan review,6 to 10 years,2,4,5,4,5,1,4,4,4,3,3,3,4,3,4,2,3,5,3,5,2,4,4,3,4,2,4,3,4,2,2,2,4,4,4,3,4,4,5,4,2,5,2,3,2,3,3,3,4,4,2,3,3,5,2,3,4
SIMULATED_PRACTICE_DATA,SIM_0237,External audit,Less than 2 years,2,4,4,4,2,1,5,5,5,5,1,5,3,2,3,2,2,2,4,4,2,3,3,2,3,3,2,3,4,2,3,2,3,2,2,3,2,2,5,5,2,4,5,4,5,3,5,3,3,3,2,4,3,5,2,2,3
SIMULATED_PRACTICE_DATA,SIM_0238,Quality assurance,2 to 5 years,2,4,5,4,4,1,5,4,3,4,2,3,3,2,1,2,3,4,4,4,2,4,4,4,3,2,5,4,4,4,3,3,4,5,4,2,4,3,5,2,4,2,5,4,5,2,3,4,3,5,3,3,5,5,4,1,5
SIMULATED_PRACTICE_DATA,SIM_0239,Credit/loan review,11 to 15 years,4,4,3,3,3,3,3,4,4,4,1,4,4,4,1,4,3,5,4,5,1,5,2,3,3,3,3,3,3,4,3,3,3,3,4,2,3,2,3,4,4,1,2,2,3,4,2,3,3,3,4,2,4,4,3,2,3
SIMULATED_PRACTICE_DATA,SIM_0240,Credit/loan review,Less than 2 years,2,4,4,3,3,3,4,3,4,2,3,4,4,4,4,3,3,3,3,4,3,4,5,5,4,2,4,4,4,4,2,5,3,3,3,3,5,3,4,4,3,3,4,3,5,2,4,4,4,4,2,4,3,5,4,3,5
SIMULATED_PRACTICE_DATA,SIM_0241,Compliance testing,2 to 5 years,2,4,5,3,3,3,5,4,4,3,3,3,4,4,4,1,4,5,4,5,2,5,4,5,4,3,4,4,4,4,3,5,5,5,4,2,5,3,4,4,1,2,4,4,3,2,5,4,4,4,2,5,5,5,5,1,5
SIMULATED_PRACTICE_DATA,SIM_0242,SOX controls,Less than 2 years,2,4,4,4,2,2,2,3,4,4,2,3,3,3,4,3,4,3,3,3,5,2,3,3,3,3,4,3,4,3,3,3,2,4,3,3,3,3,4,4,4,4,3,4,4,4,3,3,3,3,3,2,4,3,2,3,4
SIMULATED_PRACTICE_DATA,SIM_0243,External audit,2 to 5 years,2,4,4,3,4,2,3,3,3,4,3,2,4,3,3,2,3,4,3,3,4,4,4,4,4,3,1,2,2,2,4,2,4,4,4,4,4,4,3,2,3,4,3,4,4,2,3,4,3,3,2,4,3,2,2,3,3
SIMULATED_PRACTICE_DATA,SIM_0244,Internal audit,6 to 10 years,2,4,3,5,3,4,4,4,4,5,1,3,3,2,3,3,2,3,3,2,3,2,2,4,2,3,1,3,2,2,4,3,3,3,3,4,3,4,2,3,4,4,4,5,4,3,2,3,3,2,3,2,3,2,2,3,1
SIMULATED_PRACTICE_DATA,SIM_0245,Internal audit,6 to 10 years,2,4,3,4,4,2,4,5,3,4,2,3,4,4,3,3,3,4,4,4,1,4,3,2,3,3,3,3,5,5,1,5,5,4,3,3,4,2,4,3,4,2,4,5,5,1,3,4,4,3,4,3,3,3,4,1,4
SIMULATED_PRACTICE_DATA,SIM_0246,Compliance testing,6 to 10 years,2,4,4,3,2,4,3,3,4,3,3,3,4,4,2,2,4,3,3,3,3,5,2,2,3,4,4,4,3,4,3,3,3,4,3,3,3,4,2,2,3,2,2,2,2,4,3,5,3,4,2,4,3,5,4,5,4
SIMULATED_PRACTICE_DATA,SIM_0247,Internal audit,2 to 5 years,2,4,3,4,4,4,2,5,3,4,2,4,5,4,3,1,5,4,3,4,2,3,4,4,4,1,4,3,3,2,3,3,3,4,4,2,3,5,4,4,1,5,3,3,5,1,5,3,4,5,2,5,5,4,4,2,4
SIMULATED_PRACTICE_DATA,SIM_0248,External audit,16+ years,2,4,3,3,2,3,3,4,3,4,5,3,3,3,4,5,3,3,2,3,5,1,3,4,4,2,3,2,3,2,4,4,3,2,3,5,4,4,3,3,2,4,4,3,4,3,3,1,3,2,5,3,3,3,3,3,4
SIMULATED_PRACTICE_DATA,SIM_0249,Compliance testing,2 to 5 years,2,4,3,4,3,4,4,2,2,3,3,2,5,4,3,2,3,3,3,3,3,4,4,4,3,1,3,4,4,5,2,4,3,4,4,2,3,4,3,2,2,3,3,3,3,3,4,4,3,3,3,3,1,1,2,4,2
SIMULATED_PRACTICE_DATA,SIM_0250,External audit,2 to 5 years,2,3,3,3,3,2,3,2,2,2,4,3,3,4,1,4,3,3,4,2,4,2,3,5,4,2,3,4,4,4,2,3,2,3,3,4,3,4,3,2,2,2,3,3,3,2,3,4,3,4,3,3,1,3,3,4,3
